agent_id,duration_sec,csat_score,issue_category,customer_persona,clean_text,talk_ratio,turns_count,resolved,escalated,churned,hour_of_day,is_weekend,avg_word_per_turn,sanitized_text,x_coord,y_coord,cluster_id
AGENT_240,468,1,cancellation,angry,"I'm cancelling IMMEDIATELY! Your service is absolutely terrible! Thank you for calling. This is David. How can I assist you today? Can you repeat your account number? That's helpful information, thanks. Can you repeat your account number? Okay, thank you for checking on that. Let me see what I can find here. Why is this so difficult? I have to look this up in our system. This is taking forever! Fix it NOW!",1.35,10,False,True,True,22,1,46.8,"i'm cancelling immediately! your service is absolutely terrible! thank you for calling. this is [person]. how can i assist you today? can you repeat your account number? that's helpful information, thanks. can you repeat your account number? okay, thank you for checking on that. let me see what i can find here. why is this so difficult? i have to look this up in our system. this is taking forever! fix it now!",2.5745077,14.904719,2
AGENT_510,268,2,device,churn_risk,Your equipment is junk. This is why I'm switching! Thank you for calling. This is David. How can I assist you today? Can you repeat your account number? I hope this gets resolved soon. Let me pull up your account... I'm getting frustrated with this process. Let me pull up your account... This is taking too long to resolve.,1.11,8,False,True,True,23,1,33.5,your equipment is junk. this is why i'm switching! thank you for calling. this is [person]. how can i assist you today? can you repeat your account number? i hope this gets resolved soon. let me pull up your account... i'm getting frustrated with this process. let me pull up your account... this is taking too long to resolve.,3.3127394,1.6551435,4
AGENT_643,336,1,device,loyal,I'm having trouble setting up my new device. Can you help? Thank you for calling. This is Mike. How can I assist you today? I have to look this up in our system. I'm getting frustrated with this process. I'll need to check on that for you. I'm getting frustrated with this process. I'll need to check on that for you. This is taking too long to resolve. Let me see what I can find here. I'm getting frustrated with this process.,1.28,10,False,False,False,7,0,33.6,i'm having trouble setting up my new device. can you help? thank you for calling. this is [person]. how can i assist you today? i have to look this up in our system. i'm getting frustrated with this process. i'll need to check on that for you. i'm getting frustrated with this process. i'll need to check on that for you. this is taking too long to resolve. let me see what i can find here. i'm getting frustrated with this process.,1.6655046,1.8080298,4
AGENT_304,483,2,cancellation,churn_risk,I'm cancelling. I already found a better provider! Thank you for calling. This is Mike. How can I assist you today? I'll need to check on that for you. I appreciate you looking into this. Let me see what I can find here. This is taking longer than expected. I have to look this up in our system. This is taking longer than expected. I'll need to check on that for you. I'm getting frustrated with this process.,1.44,10,False,False,True,23,1,48.3,i'm cancelling. i already found a better provider! thank you for calling. this is [person]. how can i assist you today? i'll need to check on that for you. i appreciate you looking into this. let me see what i can find here. this is taking longer than expected. i have to look this up in our system. this is taking longer than expected. i'll need to check on that for you. i'm getting frustrated with this process.,3.426347,14.863358,2
AGENT_375,420,2,device,elderly,"I can't figure out how to use this new phone. It's too complicated. Thank you for calling. This is Mike. How can I assist you today? Let me guide you through the proper setup steps for your device. That's helpful information, thanks. Let me guide you through the proper setup steps for your device. That's helpful information, thanks. I can send a technician if we can't resolve this remotely. I appreciate you looking into this. Let me guide you through the proper setup steps for your device. Okay, thank you for checking on that. Let me guide you through the proper setup steps for your device. I appreciate you looking into this.",1.8,12,False,False,True,3,0,35.0,"i can't figure out how to use this new phone. it's too complicated. thank you for calling. this is [person]. how can i assist you today? let me guide you through the proper setup steps for your device. that's helpful information, thanks. let me guide you through the proper setup steps for your device. that's helpful information, thanks. i can send a technician if we can't resolve this remotely. i appreciate you looking into this. let me guide you through the proper setup steps for your device. okay, thank you for checking on that. let me guide you through the proper setup steps for your device. i appreciate you looking into this.",1.2121214,1.3888747,4
AGENT_360,547,1,cancellation,loyal,I need to cancel my service. Circumstances have changed. Thank you for calling. This is Taylor. How can I assist you today? I have to look this up in our system. I'm getting frustrated with this process. Let me see what I can find here. I'm not happy with how this is progressing. Let me see what I can find here. I'm not happy with how this is progressing. I'm done with this. Goodbye.,1.06,9,False,False,False,0,1,60.78,i need to cancel my service. circumstances have changed. thank you for calling. this is [person]. how can i assist you today? i have to look this up in our system. i'm getting frustrated with this process. let me see what i can find here. i'm not happy with how this is progressing. let me see what i can find here. i'm not happy with how this is progressing. i'm done with this. goodbye.,3.1563609,12.443824,2
AGENT_146,722,2,device,loyal,I'm having trouble setting up my new device. Can you help? Thank you for calling. This is Alex. How can I assist you today? Let me walk you through some troubleshooting steps. I'm getting concerned about this. Let me check if there are known issues with your device. I'm getting concerned about this. I need more time to resolve your concern. This is taking longer than expected. Let me check if there are known issues with your device. I'm getting concerned about this. I need more time to resolve your concern. I'm getting frustrated with this process. I'm still looking into this for you. I'm getting frustrated with this process. Let me continue checking on this issue. I'm not happy with how this is progressing. Let me walk you through some troubleshooting steps. This is taking too long to resolve. I'm done with this. Goodbye.,1.27,19,False,False,True,9,0,38.0,i'm having trouble setting up my new device. can you help? thank you for calling. this is [person]. how can i assist you today? let me walk you through some troubleshooting steps. i'm getting concerned about this. let me check if there are known issues with your device. i'm getting concerned about this. i need more time to resolve your concern. this is taking longer than expected. let me check if there are known issues with your device. i'm getting concerned about this. i need more time to resolve your concern. i'm getting frustrated with this process. i'm still looking into this for you. i'm getting frustrated with this process. let me continue checking on this issue. i'm not happy with how this is progressing. let me walk you through some troubleshooting steps. this is taking too long to resolve. i'm done with this. goodbye.,1.615771,1.668864,4
AGENT_108,285,2,internet,angry,My internet has been down for HOURS! I pay for reliable service! Thank you for calling. This is Jennifer. How can I assist you today? I have to look this up in our system. You people are incompetent! This is ridiculous! Can you repeat your account number? You people are incompetent! This is ridiculous! I'm done with this. Goodbye.,0.9,7,False,False,True,2,0,40.71,my internet has been down for hours! i pay for reliable service! thank you for calling. this is [person]. how can i assist you today? i have to look this up in our system. you people are incompetent! this is ridiculous! can you repeat your account number? you people are incompetent! this is ridiculous! i'm done with this. goodbye.,-4.68945,2.4731154,3
AGENT_448,182,1,device,churn_risk,Your equipment is junk. This is why I'm switching! Thank you for calling. This is Jennifer. How can I assist you today? I need more time to resolve your concern. I'm getting frustrated with this process.,1.4,4,False,True,True,8,0,45.5,your equipment is junk. this is why i'm switching! thank you for calling. this is [person]. how can i assist you today? i need more time to resolve your concern. i'm getting frustrated with this process.,3.3170764,1.527791,4
AGENT_651,336,1,device,churn_risk,Your equipment is junk. This is why I'm switching! Thank you for calling. This is Alex. How can I assist you today? Can you repeat your account number? I'm getting concerned about this. I'll need to check on that for you. I'm not happy with how this is progressing. Let me pull up your account... I'm getting frustrated with this process. Can you repeat your account number? I'm not happy with how this is progressing.,1.08,10,False,True,True,18,0,33.6,your equipment is junk. this is why i'm switching! thank you for calling. this is [person]. how can i assist you today? can you repeat your account number? i'm getting concerned about this. i'll need to check on that for you. i'm not happy with how this is progressing. let me pull up your account... i'm getting frustrated with this process. can you repeat your account number? i'm not happy with how this is progressing.,3.3173287,1.6555531,4
AGENT_393,546,4,upgrade,elderly,"I was told I could upgrade. Can you help me with that? Thank you for calling. This is Jennifer. How can I assist you today? I'll move you to our premium plan with enhanced features. That's helpful information, thanks. I can process that upgrade for you right away. I appreciate you looking into this. I can process that upgrade for you right away. That's helpful information, thanks. I can process that upgrade for you right away. That's helpful information, thanks. I'll move you to our premium plan with enhanced features. I appreciate you looking into this. Let me upgrade your service with the latest options. Okay, thank you for checking on that.",1.6,14,True,False,False,8,0,39.0,"i was told i could upgrade. can you help me with that? thank you for calling. this is [person]. how can i assist you today? i'll move you to our premium plan with enhanced features. that's helpful information, thanks. i can process that upgrade for you right away. i appreciate you looking into this. i can process that upgrade for you right away. that's helpful information, thanks. i can process that upgrade for you right away. that's helpful information, thanks. i'll move you to our premium plan with enhanced features. i appreciate you looking into this. let me upgrade your service with the latest options. okay, thank you for checking on that.",15.485606,7.4163823,0
AGENT_298,495,2,upgrade,business,"I need to upgrade for business expansion. What's available? Thank you for calling. This is David. How can I assist you today? I need more time to resolve your concern. That's helpful information, thanks. I'm still looking into this for you. I'm getting concerned about this. I'm still looking into this for you. I'm getting concerned about this. I'm still looking into this for you. I'm getting concerned about this. I'm still looking into this for you. I expect better service from a professional provider. Let me continue checking on this issue. I expect better service from a professional provider. I'm done with this. Goodbye.",1.14,15,False,False,True,17,0,33.0,"i need to upgrade for business expansion. what's available? thank you for calling. this is [person]. how can i assist you today? i need more time to resolve your concern. that's helpful information, thanks. i'm still looking into this for you. i'm getting concerned about this. i'm still looking into this for you. i'm getting concerned about this. i'm still looking into this for you. i'm getting concerned about this. i'm still looking into this for you. i expect better service from a professional provider. let me continue checking on this issue. i expect better service from a professional provider. i'm done with this. goodbye.",13.785062,9.894538,0
AGENT_897,351,1,cancellation,angry,I'm cancelling IMMEDIATELY! Your service is absolutely terrible! Thank you for calling. This is David. How can I assist you today? Let me transfer you to a specialist who can better assist. This is taking forever! Fix it NOW! I need to escalate this to our technical team for review. You people are incompetent! This is ridiculous!,1.59,6,False,True,True,11,0,58.5,i'm cancelling immediately! your service is absolutely terrible! thank you for calling. this is [person]. how can i assist you today? let me transfer you to a specialist who can better assist. this is taking forever! fix it now! i need to escalate this to our technical team for review. you people are incompetent! this is ridiculous!,2.625791,14.82254,2
AGENT_295,688,2,device,loyal,I'm having trouble setting up my new device. Can you help? Thank you for calling. This is Taylor. How can I assist you today? I'm still looking into this for you. Thank you for your help. I appreciate it. Let me check if there are known issues with your device. I understand these things happen sometimes. Let me walk you through some troubleshooting steps. Thank you for your help. I appreciate it. I need more time to resolve your concern. I hope this gets resolved soon. Let me walk you through some troubleshooting steps. I'm getting concerned about this. I'm still looking into this for you. This is taking longer than expected. I can help you with device setup. What model do you have? I hope this gets resolved soon.,1.32,16,False,False,True,9,0,43.0,i'm having trouble setting up my new device. can you help? thank you for calling. this is [person]. how can i assist you today? i'm still looking into this for you. thank you for your help. i appreciate it. let me check if there are known issues with your device. i understand these things happen sometimes. let me walk you through some troubleshooting steps. thank you for your help. i appreciate it. i need more time to resolve your concern. i hope this gets resolved soon. let me walk you through some troubleshooting steps. i'm getting concerned about this. i'm still looking into this for you. this is taking longer than expected. i can help you with device setup. what model do you have? i hope this gets resolved soon.,1.8414304,1.1156471,4
AGENT_488,400,1,upgrade,angry,"I want to upgrade but your process is so frustrating! Thank you for calling. This is David. How can I assist you today? Let me continue checking on this issue. I appreciate you looking into this. I'm still looking into this for you. That's helpful information, thanks. I need more time to resolve your concern. I appreciate you looking into this. Let me continue checking on this issue. This is not acceptable! I'm still looking into this for you. This is not acceptable! I need more time to resolve your concern. You people are incompetent! This is ridiculous! I'm still looking into this for you. You people are incompetent! This is ridiculous!",1.33,16,False,True,True,21,0,25.0,"i want to upgrade but your process is so frustrating! thank you for calling. this is [person]. how can i assist you today? let me continue checking on this issue. i appreciate you looking into this. i'm still looking into this for you. that's helpful information, thanks. i need more time to resolve your concern. i appreciate you looking into this. let me continue checking on this issue. this is not acceptable! i'm still looking into this for you. this is not acceptable! i need more time to resolve your concern. you people are incompetent! this is ridiculous! i'm still looking into this for you. you people are incompetent! this is ridiculous!",15.737776,6.557955,0
AGENT_756,348,1,internet,business,Internet is down and it's affecting my business operations. Need immediate fix. Thank you for calling. This is Sarah. How can I assist you today? I'm still looking into this for you. This is taking longer than expected. Let me continue checking on this issue. This is taking longer than expected. I'm still looking into this for you. I expect better service from a professional provider. Let me continue checking on this issue. This is wasting my time. I have deadlines to meet.,0.98,10,False,True,True,5,0,34.8,internet is down and it's affecting my business operations. need immediate fix. thank you for calling. this is [person]. how can i assist you today? i'm still looking into this for you. this is taking longer than expected. let me continue checking on this issue. this is taking longer than expected. i'm still looking into this for you. i expect better service from a professional provider. let me continue checking on this issue. this is wasting my time. i have deadlines to meet.,-4.842091,1.5103773,3
AGENT_229,332,2,cancellation,tech_savvy,I'm cancelling due to consistent service quality issues. Thank you for calling. This is Sarah. How can I assist you today? I need more time to resolve your concern. This is taking too long to resolve. Let me continue checking on this issue. This is taking too long to resolve. Let me continue checking on this issue. This is taking too long to resolve.,1.21,8,False,False,True,19,1,41.5,i'm cancelling due to consistent service quality issues. thank you for calling. this is [person]. how can i assist you today? i need more time to resolve your concern. this is taking too long to resolve. let me continue checking on this issue. this is taking too long to resolve. let me continue checking on this issue. this is taking too long to resolve.,4.066912,13.6667185,2
AGENT_372,686,2,cancellation,angry,"I'm cancelling IMMEDIATELY! Your service is absolutely terrible! Thank you for calling. This is Alex. How can I assist you today? Let me continue checking on this issue. That's helpful information, thanks. Let me continue checking on this issue. Why is this so difficult? I need more time to resolve your concern. Why is this so difficult? I need more time to resolve your concern. This is not acceptable! Let me continue checking on this issue. This is taking forever! Fix it NOW!",1.52,12,False,False,True,8,1,57.17,"i'm cancelling immediately! your service is absolutely terrible! thank you for calling. this is [person]. how can i assist you today? let me continue checking on this issue. that's helpful information, thanks. let me continue checking on this issue. why is this so difficult? i need more time to resolve your concern. why is this so difficult? i need more time to resolve your concern. this is not acceptable! let me continue checking on this issue. this is taking forever! fix it now!",2.5758352,14.659033,2
AGENT_375,432,1,upgrade,churn_risk,"I'll consider upgrading if you can fix these issues. Thank you for calling. This is Jennifer. How can I assist you today? Can you repeat your account number? Okay, thank you for checking on that. Let me see what I can find here. I'm getting concerned about this. I have to look this up in our system. I'm getting concerned about this. Can you repeat your account number? This is taking too long to resolve.",1.27,10,False,True,True,6,0,43.2,"i'll consider upgrading if you can fix these issues. thank you for calling. this is [person]. how can i assist you today? can you repeat your account number? okay, thank you for checking on that. let me see what i can find here. i'm getting concerned about this. i have to look this up in our system. i'm getting concerned about this. can you repeat your account number? this is taking too long to resolve.",13.899119,7.1665597,0
AGENT_614,540,1,upgrade,churn_risk,"I'll consider upgrading if you can fix these issues. Thank you for calling. This is Sarah. How can I assist you today? Let me pull up your account... That's helpful information, thanks. Let me see what I can find here. I'm getting concerned about this. Let me pull up your account... This is taking too long to resolve. Let me see what I can find here. I'm getting frustrated with this process.",1.32,10,False,True,True,20,1,54.0,"i'll consider upgrading if you can fix these issues. thank you for calling. this is [person]. how can i assist you today? let me pull up your account... that's helpful information, thanks. let me see what i can find here. i'm getting concerned about this. let me pull up your account... this is taking too long to resolve. let me see what i can find here. i'm getting frustrated with this process.",13.945712,7.133239,0
AGENT_697,378,2,internet,elderly,The internet isn't working properly. I can't get my emails. Thank you for calling. This is Taylor. How can I assist you today? Can you repeat your account number? I'm not happy with how this is progressing. I'll need to check on that for you. I'm getting frustrated with this process. I'm done with this. Goodbye.,0.93,7,False,False,True,15,0,54.0,the internet isn't working properly. i can't get my emails. thank you for calling. this is [person]. how can i assist you today? can you repeat your account number? i'm not happy with how this is progressing. i'll need to check on that for you. i'm getting frustrated with this process. i'm done with this. goodbye.,-2.8655052,2.463069,3
AGENT_196,388,2,device,churn_risk,Your equipment is junk. This is why I'm switching! Thank you for calling. This is Taylor. How can I assist you today? Let me see what I can find here. I'm getting frustrated with this process. Can you repeat your account number? This is taking too long to resolve. I'll need to check on that for you. This is taking too long to resolve. I'm done with this. Goodbye.,1.03,9,False,False,True,23,0,43.11,your equipment is junk. this is why i'm switching! thank you for calling. this is [person]. how can i assist you today? let me see what i can find here. i'm getting frustrated with this process. can you repeat your account number? this is taking too long to resolve. i'll need to check on that for you. this is taking too long to resolve. i'm done with this. goodbye.,3.3566937,1.7234871,4
AGENT_474,434,2,cancellation,loyal,I need to cancel my service. Circumstances have changed. Thank you for calling. This is Jennifer. How can I assist you today? I have to look this up in our system. I hope this gets resolved soon. Let me pull up your account... I'm getting frustrated with this process. I'll need to check on that for you. I'm getting frustrated with this process. I'm done with this. Goodbye.,1.12,9,False,False,False,10,0,48.22,i need to cancel my service. circumstances have changed. thank you for calling. this is [person]. how can i assist you today? i have to look this up in our system. i hope this gets resolved soon. let me pull up your account... i'm getting frustrated with this process. i'll need to check on that for you. i'm getting frustrated with this process. i'm done with this. goodbye.,3.1457493,12.571762,2
AGENT_769,434,4,internet,loyal,My connection has been spotty lately. Any idea what's happening? Thank you for calling. This is Sarah. How can I assist you today? I'm checking your connection status and seeing some network issues. I'm glad you're working on this for me. I'm checking your connection status and seeing some network issues. Thank you for your help. I appreciate it. I can see there's an outage in your area. We expect service to be restored soon. Thank you for your help. I appreciate it. I'm checking your connection status and seeing some network issues. Thank you for your help. I appreciate it. I can see there's an outage in your area. We expect service to be restored soon. I'm glad you're working on this for me. I can see there's an outage in your area. We expect service to be restored soon. Thank you for your help. I appreciate it.,1.57,14,True,False,False,8,0,31.0,my connection has been spotty lately. any idea what's happening? thank you for calling. this is [person]. how can i assist you today? i'm checking your connection status and seeing some network issues. i'm glad you're working on this for me. i'm checking your connection status and seeing some network issues. thank you for your help. i appreciate it. i can see there's an outage in your area. we expect service to be restored soon. thank you for your help. i appreciate it. i'm checking your connection status and seeing some network issues. thank you for your help. i appreciate it. i can see there's an outage in your area. we expect service to be restored soon. i'm glad you're working on this for me. i can see there's an outage in your area. we expect service to be restored soon. thank you for your help. i appreciate it.,-2.9654276,1.1426549,3
AGENT_163,288,2,upgrade,business,I need to upgrade for business expansion. What's available? Thank you for calling. This is Jennifer. How can I assist you today? I have to look this up in our system. I'm getting concerned about this. I have to look this up in our system. I hope this gets resolved soon. I'll need to check on that for you. This is wasting my time. I have deadlines to meet.,1.3,8,False,True,True,15,0,36.0,i need to upgrade for business expansion. what's available? thank you for calling. this is [person]. how can i assist you today? i have to look this up in our system. i'm getting concerned about this. i have to look this up in our system. i hope this gets resolved soon. i'll need to check on that for you. this is wasting my time. i have deadlines to meet.,13.932488,9.981708,0
AGENT_580,447,2,cancellation,churn_risk,I'm cancelling. I already found a better provider! Thank you for calling. This is Taylor. How can I assist you today? Let me continue checking on this issue. I appreciate you looking into this. I need more time to resolve your concern. This is taking longer than expected. Let me continue checking on this issue. I hope this gets resolved soon.,1.35,8,False,False,True,0,0,55.88,i'm cancelling. i already found a better provider! thank you for calling. this is [person]. how can i assist you today? let me continue checking on this issue. i appreciate you looking into this. i need more time to resolve your concern. this is taking longer than expected. let me continue checking on this issue. i hope this gets resolved soon.,3.3995967,14.923651,2
AGENT_718,490,2,internet,loyal,My connection has been spotty lately. Any idea what's happening? Thank you for calling. This is Jennifer. How can I assist you today? I'm consulting with our experts to find the best solution. I'm glad you're working on this for me. Let me transfer you to a specialist who can better assist. I understand these things happen sometimes. Let me transfer you to a specialist who can better assist. Thank you for your help. I appreciate it. I'm consulting with our experts to find the best solution. I'm glad you're working on this for me. I'm consulting with our experts to find the best solution. This is taking longer than expected. I'm consulting with our experts to find the best solution. This is taking longer than expected.,1.44,14,False,False,False,1,1,35.0,my connection has been spotty lately. any idea what's happening? thank you for calling. this is [person]. how can i assist you today? i'm consulting with our experts to find the best solution. i'm glad you're working on this for me. let me transfer you to a specialist who can better assist. i understand these things happen sometimes. let me transfer you to a specialist who can better assist. thank you for your help. i appreciate it. i'm consulting with our experts to find the best solution. i'm glad you're working on this for me. i'm consulting with our experts to find the best solution. this is taking longer than expected. i'm consulting with our experts to find the best solution. this is taking longer than expected.,-2.8079507,1.121428,3
AGENT_685,195,2,billing,loyal,I noticed some unusual charges on my bill and wanted to check them. Thank you for calling. This is Sarah. How can I assist you today? I need more time to resolve your concern. I'm not happy with how this is progressing. I'm done with this. Goodbye.,0.81,5,False,False,False,1,0,39.0,i noticed some unusual charges on my bill and wanted to check them. thank you for calling. this is [person]. how can i assist you today? i need more time to resolve your concern. i'm not happy with how this is progressing. i'm done with this. goodbye.,-4.9729047,13.942732,1
AGENT_563,786,2,cancellation,elderly,"I think I need to cancel some services. I don't use them all. Thank you for calling. This is Alex. How can I assist you today? Let me pull up your account... Okay, thank you for checking on that. I have to look this up in our system. I'm getting concerned about this. I have to look this up in our system. I'm getting frustrated with this process. Let me see what I can find here. I'm not happy with how this is progressing. I'll need to check on that for you. I'm getting frustrated with this process. Can you repeat your account number? This is taking too long to resolve.",1.13,14,False,False,True,21,0,56.14,"i think i need to cancel some services. i don't use them all. thank you for calling. this is [person]. how can i assist you today? let me pull up your account... okay, thank you for checking on that. i have to look this up in our system. i'm getting concerned about this. i have to look this up in our system. i'm getting frustrated with this process. let me see what i can find here. i'm not happy with how this is progressing. i'll need to check on that for you. i'm getting frustrated with this process. can you repeat your account number? this is taking too long to resolve.",2.4971526,12.041081,2
AGENT_720,336,2,upgrade,tech_savvy,I want to upgrade to the highest speed plan. Thank you for calling. This is Taylor. How can I assist you today? I'll need to check on that for you. What's the root cause of this issue? Let me see what I can find here. I'm getting concerned about this. Let me pull up your account... I'm getting frustrated with this process. Let me see what I can find here. I'm getting frustrated with this process.,1.3,10,False,False,True,17,0,33.6,i want to upgrade to the highest speed plan. thank you for calling. this is [person]. how can i assist you today? i'll need to check on that for you. what's the root cause of this issue? let me see what i can find here. i'm getting concerned about this. let me pull up your account... i'm getting frustrated with this process. let me see what i can find here. i'm getting frustrated with this process.,16.064026,8.799481,0
AGENT_493,520,1,internet,loyal,My connection has been spotty lately. Any idea what's happening? Thank you for calling. This is Mike. How can I assist you today? Let me check the status in your area regarding service. This is taking longer than expected. I can see your connection history and recent issues. I hope this gets resolved soon. Let me check the status in your area regarding service. I'm getting concerned about this. I can see your connection history and recent issues. I'm getting concerned about this. Let me check the status in your area regarding service. This is taking longer than expected. I need more time to resolve your concern. This is taking too long to resolve.,1.53,14,False,False,False,22,1,37.14,my connection has been spotty lately. any idea what's happening? thank you for calling. this is [person]. how can i assist you today? let me check the status in your area regarding service. this is taking longer than expected. i can see your connection history and recent issues. i hope this gets resolved soon. let me check the status in your area regarding service. i'm getting concerned about this. i can see your connection history and recent issues. i'm getting concerned about this. let me check the status in your area regarding service. this is taking longer than expected. i need more time to resolve your concern. this is taking too long to resolve.,-2.7636743,1.2216852,3
AGENT_177,162,1,cancellation,churn_risk,I'm cancelling. I already found a better provider! Thank you for calling. This is David. How can I assist you today? Let me see what I can find here. I'm getting frustrated with this process.,1.5,4,False,True,True,20,0,40.5,i'm cancelling. i already found a better provider! thank you for calling. this is [person]. how can i assist you today? let me see what i can find here. i'm getting frustrated with this process.,3.3635101,14.931987,2
AGENT_487,608,1,device,loyal,I'm having trouble setting up my new device. Can you help? Thank you for calling. This is Taylor. How can I assist you today? Let me check if there are known issues with your device. I hope this gets resolved soon. I'm still looking into this for you. I'm not happy with how this is progressing. Let me continue checking on this issue. This is taking too long to resolve. Let me check if there are known issues with your device. I'm not happy with how this is progressing. Let me check if there are known issues with your device. I'm getting frustrated with this process. I'm done with this. Goodbye.,1.18,13,False,False,False,21,1,46.77,i'm having trouble setting up my new device. can you help? thank you for calling. this is [person]. how can i assist you today? let me check if there are known issues with your device. i hope this gets resolved soon. i'm still looking into this for you. i'm not happy with how this is progressing. let me continue checking on this issue. this is taking too long to resolve. let me check if there are known issues with your device. i'm not happy with how this is progressing. let me check if there are known issues with your device. i'm getting frustrated with this process. i'm done with this. goodbye.,1.7084397,1.7541883,4
AGENT_467,463,2,cancellation,tech_savvy,I'm cancelling due to consistent service quality issues. Thank you for calling. This is Sarah. How can I assist you today? Let me pull up your account... I'm getting concerned about this. Let me pull up your account... I'm not happy with how this is progressing. Let me see what I can find here. This is taking too long to resolve. I have to look this up in our system. This is taking too long to resolve. I'm done with this. Goodbye.,1.05,11,False,False,False,5,0,42.09,i'm cancelling due to consistent service quality issues. thank you for calling. this is [person]. how can i assist you today? let me pull up your account... i'm getting concerned about this. let me pull up your account... i'm not happy with how this is progressing. let me see what i can find here. this is taking too long to resolve. i have to look this up in our system. this is taking too long to resolve. i'm done with this. goodbye.,4.381953,13.7435875,2
AGENT_724,561,1,cancellation,angry,I'm cancelling IMMEDIATELY! Your service is absolutely terrible! Thank you for calling. This is Sarah. How can I assist you today? Let me continue checking on this issue. I don't have time for this! Just solve the problem! Let me continue checking on this issue. I don't have time for this! Just solve the problem! Let me continue checking on this issue. You people are incompetent! This is ridiculous!,0.97,8,False,True,True,15,0,70.12,i'm cancelling immediately! your service is absolutely terrible! thank you for calling. this is [person]. how can i assist you today? let me continue checking on this issue. i don't have time for this! just solve the problem! let me continue checking on this issue. i don't have time for this! just solve the problem! let me continue checking on this issue. you people are incompetent! this is ridiculous!,2.4893644,14.802163,2
AGENT_824,448,2,internet,churn_risk,"This is why I'm leaving - your service is unreliable! Thank you for calling. This is Sarah. How can I assist you today? Let me transfer you to a specialist who can better assist. I appreciate you looking into this. I need to escalate this to our technical team for review. Okay, thank you for checking on that. I'm consulting with our experts to find the best solution. Okay, thank you for checking on that. I'm consulting with our experts to find the best solution. Okay, thank you for checking on that. I'm consulting with our experts to find the best solution. I hope this gets resolved soon. I'm consulting with our experts to find the best solution. I hope this gets resolved soon. I'm consulting with our experts to find the best solution. This is taking longer than expected.",1.55,16,False,False,True,14,0,28.0,"this is why i'm leaving - your service is unreliable! thank you for calling. this is [person]. how can i assist you today? let me transfer you to a specialist who can better assist. i appreciate you looking into this. i need to escalate this to our technical team for review. okay, thank you for checking on that. i'm consulting with our experts to find the best solution. okay, thank you for checking on that. i'm consulting with our experts to find the best solution. okay, thank you for checking on that. i'm consulting with our experts to find the best solution. i hope this gets resolved soon. i'm consulting with our experts to find the best solution. i hope this gets resolved soon. i'm consulting with our experts to find the best solution. this is taking longer than expected.",6.709338,7.6361933,2
AGENT_104,560,2,internet,elderly,The internet isn't working properly. I can't get my emails. Thank you for calling. This is Taylor. How can I assist you today? I need more time to resolve your concern. I hope this gets resolved soon. Let me continue checking on this issue. I'm getting concerned about this. Let me continue checking on this issue. I'm getting frustrated with this process. Let me continue checking on this issue. I'm getting frustrated with this process. I'm still looking into this for you. I'm getting frustrated with this process. I need more time to resolve your concern. This is taking too long to resolve. I'm still looking into this for you. I'm getting frustrated with this process.,1.23,16,False,False,False,13,0,35.0,the internet isn't working properly. i can't get my emails. thank you for calling. this is [person]. how can i assist you today? i need more time to resolve your concern. i hope this gets resolved soon. let me continue checking on this issue. i'm getting concerned about this. let me continue checking on this issue. i'm getting frustrated with this process. let me continue checking on this issue. i'm getting frustrated with this process. i'm still looking into this for you. i'm getting frustrated with this process. i need more time to resolve your concern. this is taking too long to resolve. i'm still looking into this for you. i'm getting frustrated with this process.,-3.4527895,2.271337,3
AGENT_596,392,1,cancellation,tech_savvy,I'm cancelling due to consistent service quality issues. Thank you for calling. This is Sarah. How can I assist you today? I'll need to check on that for you. I'm getting frustrated with this process. Let me pull up your account... I'm not happy with how this is progressing. Let me pull up your account... This is taking too long to resolve. I'm done with this. Goodbye.,0.97,9,False,False,True,13,0,43.56,i'm cancelling due to consistent service quality issues. thank you for calling. this is [person]. how can i assist you today? i'll need to check on that for you. i'm getting frustrated with this process. let me pull up your account... i'm not happy with how this is progressing. let me pull up your account... this is taking too long to resolve. i'm done with this. goodbye.,4.367223,13.744275,2
AGENT_515,499,2,billing,business,"There are unauthorized charges on my corporate account that need immediate attention. Thank you for calling. This is Alex. How can I assist you today? I've located the error in your billing. I'll process a credit for you now. I'm getting concerned about this. I can see the issue with your bill. Let me correct those charges immediately. This is taking longer than expected. I can see the issue with your bill. Let me correct those charges immediately. That's helpful information, thanks. I understand your concern. Let me review your account and fix this. That's helpful information, thanks. I can see the issue with your bill. Let me correct those charges immediately. That's helpful information, thanks.",2.31,12,False,False,True,11,0,41.58,"there are unauthorized charges on my corporate account that need immediate attention. thank you for calling. this is [person]. how can i assist you today? i've located the error in your billing. i'll process a credit for you now. i'm getting concerned about this. i can see the issue with your bill. let me correct those charges immediately. this is taking longer than expected. i can see the issue with your bill. let me correct those charges immediately. that's helpful information, thanks. i understand your concern. let me review your account and fix this. that's helpful information, thanks. i can see the issue with your bill. let me correct those charges immediately. that's helpful information, thanks.",-5.6297154,16.244928,1
